description,tags,title
"Two murders sat unexplained and unsolved -- until reporter Paul Lewis starting talking to bystanders who had evidence on their mobile phones. Step by step, Lewis pieced together their evidence and their stories to find justice for the victims. It's the future of investigative journalism, powered by the crowd.","['TEDx', 'cities', 'collaboration', 'culture', 'global issues', 'journalism', 'social media']",How mobile phones helped solve two murders
"Medical, legal, and financial documents should be easy to read, but too often they aren't. With spot-on (and funny) examples, Sandra Fisher Martins shows how overly complex language separates us from the information we need -- and three steps to change that. In Portuguese with English subtitles.","['TEDx', 'culture', 'design', 'language', 'law', 'simplicity']",The right to understand
"In his lab, Martin Hanczyc makes ""protocells,"" experimental blobs of chemicals that behave like living cells. His work demonstrates how life might have first occurred on Earth ... and perhaps elsewhere too.","['AI', 'biology', 'chemistry', 'ecology', 'evolution', 'human origins', 'innovation', 'life', 'molecular biology', 'nanoscale', 'science']",The line between life and not-life
"Artist and TED Fellow Aparna Rao re-imagines the familiar in surprising, often humorous ways. With her collaborator Soren Pors, Rao creates high-tech art installations -- a typewriter that sends emails, a camera that tracks you through the room only to make you invisible on screen -- that put a playful spin on ordinary objects and interactions.","['TED Fellows', 'art', 'creativity', 'humor', 'technology']",High-tech art (with a sense of humor)
"Ancient monuments give us clues to astonishing past civilizations -- but they're under threat from pollution, war, neglect. Ben Kacyra, who invented a groundbreaking 3D scanning system, is using his invention to scan and preserve the world's heritage in archival detail. (Watch to the end for a little demo.)","['archaeology', 'history', 'invention', 'technology']",Ancient wonders captured in 3D
"How can we begin to understand the way the brain works? The same way we begin to understand a city: by making a map. In this visually stunning talk, Allan Jones shows how his team is mapping which genes are turned on in each tiny region, and how it all connects up.","['DNA', 'biotech', 'brain', 'cognitive science', 'disease', 'genetics', 'medical imaging', 'medical research', 'mental health', 'molecular biology', 'neuroscience', 'physiology', 'science', 'technology', 'visualizations']",A map of the brain
"Charlie Todd causes bizarre, hilarious, and unexpected public scenes: Seventy synchronized dancers in storefront windows, ""ghostbusters"" running through the New York Public Library, and the annual no-pants subway ride. His group, Improv Everywhere, uses these scenes to bring people together.","['TEDx', 'comedy', 'community', 'culture', 'entertainment', 'humor']",The shared experience of absurdity
"The next big shift is now, and it's not what you think: Facebook is the new Windows; Google must be sacrificed. Tech investor Roger McNamee presents 6 bold ways to prepare for the next internet.","['Internet', 'TEDx', 'business', 'future', 'investment', 'technology']",6 ways to save the internet
What if every scientist could share their data as easily as they tweet about their lunch? Michael Nielsen calls for scientists to embrace new tools for collaboration that will enable discoveries to happen at the speed of Twitter.,"['Internet', 'TEDx', 'collaboration', 'crowdsourcing', 'data', 'open-source', 'science', 'technology']",Open science now!
"Image-maker Alexander Tsiaras shares a powerful medical visualization, showing human development from conception to birth and beyond. (Some graphic images.)","['Human body', 'biotech', 'design', 'medical imaging', 'medical research', 'physiology', 'pregnancy', 'science', 'science and art', 'visualizations']",Conception to birth -- visualized
"Strapped to a jet-powered wing, Yves Rossy is the Jetman -- flying free, his body as the rudder, above the Swiss Alps and the Grand Canyon. After a powerful short film shows how it works, Rossy takes the TEDGlobal stage to share the experience and thrill of flying.","['adventure', 'design', 'flight', 'technology']",Fly with the Jetman
"Most 12-year-olds love playing videogames -- but Thomas Suarez taught himself how to create them. After developing iPhone apps like ""Bustin Jeiber,"" a whack-a-mole game, he is now using his skills to help other kids become developers.","['TEDx', 'code', 'education', 'entertainment', 'technology', 'youth']",A 12-year-old app developer
"What controls aging? Biochemist Cynthia Kenyon has found a simple genetic mutation that can double the lifespan of a simple worm, C. elegans. The lessons from that discovery, and others, are pointing to how we might one day significantly extend youthful human life.","['DNA', 'aging', 'biotech', 'genetics', 'innovation', 'medical research', 'medicine', 'molecular biology', 'science', 'synthetic biology', 'technology']",Experiments that hint of longer lives
"Does science ruin the magic of life? In this grumpy but charming monologue, Robin Ince makes the argument against. The more we learn about the astonishing behavior of the universe -- the more we stand in awe.","['comedy', 'entertainment', 'humor', 'philosophy', 'science', 'science and art', 'time']",Science versus wonder?
"Can playing video games make you more productive? Gabe Zichermann shows how games are making kids better problem-solvers, and will make us better at everything from driving to multi-tasking.","['TEDx', 'design', 'education', 'gaming', 'play']",How games make kids smarter
"At 18, Natalie Warne's work with the Invisible Children movement made her a hero for young activists. She uses her inspiring story to remind us that no one is too young to change the world.","['TEDx', 'activism', 'children', 'community', 'culture', 'global issues', 'war', 'youth']",Being young and making an impact
"What's six miles wide and can end civilization in an instant? An asteroid -- and there are lots of them out there. With humor and great visuals, Phil Plait shows us all the ways asteroids can kill us (yipes), and what we must do to avoid them.","['NASA', 'TEDx', 'asteroid', 'astronomy', 'dinosaurs', 'science', 'space', 'technology']",How to defend Earth from asteroids
